state_name,year,month,demand
HARYANA,2023,7,138623
HARYANA,2023,8,156878
HARYANA,2023,9,127873
HARYANA,2023,10,90074
HARYANA,2023,11,91281
HARYANA,2023,12,144137
HARYANA,2024,1,109018
HARYANA,2024,2,101157
HARYANA,2024,3,133786
HIMACHAL PRADESH,2023,4,181916
HIMACHAL PRADESH,2023,5,212314
HIMACHAL PRADESH,2023,6,205934
HIMACHAL PRADESH,2023,7,152187
HIMACHAL PRADESH,2023,8,172134
HIMACHAL PRADESH,2023,9,203587
HIMACHAL PRADESH,2023,10,118494
HIMACHAL PRADESH,2023,11,236913
HIMACHAL PRADESH,2023,12,277950
HIMACHAL PRADESH,2024,1,277622
HIMACHAL PRADESH,2024,2,273639
HIMACHAL PRADESH,2024,3,263143
JAMMU AND KASHMIR,2023,4,13213
JAMMU AND KASHMIR,2023,5,22130
JAMMU AND KASHMIR,2023,6,58498
JAMMU AND KASHMIR,2023,7,132798
JAMMU AND KASHMIR,2023,8,185814
JAMMU AND KASHMIR,2023,9,193103
JAMMU AND KASHMIR,2023,10,193008
JAMMU AND KASHMIR,2023,11,223786
JAMMU AND KASHMIR,2023,12,270334
JAMMU AND KASHMIR,2024,1,231976
JAMMU AND KASHMIR,2024,2,194253
JAMMU AND KASHMIR,2024,3,237581
JHARKHAND,2023,4,947207
JHARKHAND,2023,5,993072
JHARKHAND,2023,6,1082735
JHARKHAND,2023,7,966975
JHARKHAND,2023,8,855112
JHARKHAND,2023,9,784206
JHARKHAND,2023,10,796542
JHARKHAND,2023,11,697869
JHARKHAND,2023,12,666341
JHARKHAND,2024,1,748154
JHARKHAND,2024,2,777813
JHARKHAND,2024,3,735810
KARNATAKA,2023,4,1160801
KARNATAKA,2023,5,1349538
KARNATAKA,2023,6,1503032
KARNATAKA,2023,7,1189869
KARNATAKA,2023,8,802420
KARNATAKA,2023,9,842563
KARNATAKA,2023,10,833753
KARNATAKA,2023,11,754208
KARNATAKA,2023,12,751238
KARNATAKA,2024,1,699373
KARNATAKA,2024,2,733676
KARNATAKA,2024,3,791786
KERALA,2023,4,376180
KERALA,2023,5,852646
KERALA,2023,6,900839
KERALA,2023,7,951095
KERALA,2023,8,920145
KERALA,2023,9,1033463
KERALA,2023,10,970845
KERALA,2023,11,957554
KERALA,2023,12,865817
KERALA,2024,1,841949
KERALA,2024,2,764423
KERALA,2024,3,586248
LADAKH,2023,4,589
LADAKH,2023,5,1330
LADAKH,2023,6,2725
LADAKH,2023,7,6314
LADAKH,2023,8,7378
LADAKH,2023,9,11490
LADAKH,2023,10,15294
LADAKH,2023,11,15850
LADAKH,2023,12,10455
LADAKH,2024,1,5710
LADAKH,2024,2,2775
LADAKH,2024,3,2825
MADHYA PRADESH,2023,4,939870
MADHYA PRADESH,2023,5,1709262
MADHYA PRADESH,2023,6,2080561
MADHYA PRADESH,2023,7,1412677
MADHYA PRADESH,2023,8,1124705
MADHYA PRADESH,2023,9,1257090
MADHYA PRADESH,2023,10,1493671
MADHYA PRADESH,2023,11,1144386
MADHYA PRADESH,2023,12,1744052
MADHYA PRADESH,2024,1,1716835
MADHYA PRADESH,2024,2,1544324
MADHYA PRADESH,2024,3,1175474
MAHARASHTRA,2023,4,434014
MAHARASHTRA,2023,5,878433
MAHARASHTRA,2023,6,1087040
MAHARASHTRA,2023,7,636754
MAHARASHTRA,2023,8,460267
MAHARASHTRA,2023,9,434531
MAHARASHTRA,2023,10,484822
MAHARASHTRA,2023,11,426300
MAHARASHTRA,2023,12,710311
MAHARASHTRA,2024,1,802284
MAHARASHTRA,2024,2,1075108
MAHARASHTRA,2024,3,1099863
MANIPUR,2023,4,3008
MANIPUR,2023,5,4504
MANIPUR,2023,6,893
MANIPUR,2023,7,55213
MANIPUR,2023,8,119780
MANIPUR,2023,9,119699
MANIPUR,2023,10,218344
MANIPUR,2023,11,168174
MANIPUR,2023,12,199348
MANIPUR,2024,1,107204
MANIPUR,2024,2,137871
MANIPUR,2024,3,299651
MEGHALAYA,2023,4,31660
MEGHALAYA,2023,5,104141
MEGHALAYA,2023,6,123762
MEGHALAYA,2023,7,206864
MEGHALAYA,2023,8,204935
MEGHALAYA,2023,9,183014
MEGHALAYA,2023,10,177099
MEGHALAYA,2023,11,235259
MEGHALAYA,2023,12,178481
MEGHALAYA,2024,1,172662
MEGHALAYA,2024,2,195849
MEGHALAYA,2024,3,183007
MIZORAM,2023,4,211141
MIZORAM,2023,5,211623
MIZORAM,2023,6,211746
MIZORAM,2023,7,211848
MIZORAM,2023,8,211752
MIZORAM,2023,9,212609
MIZORAM,2023,10,213641
MIZORAM,2023,11,213352
MIZORAM,2023,12,213016
MIZORAM,2024,1,211335
MIZORAM,2024,2,204984
MIZORAM,2024,3,204327
NAGALAND,2023,4,166637
NAGALAND,2023,5,347137
NAGALAND,2023,6,368322
NAGALAND,2023,7,186754
NAGALAND,2023,8,123957
NAGALAND,2023,9,143
NAGALAND,2023,10,2334
NAGALAND,2023,11,201164
NAGALAND,2023,12,85969
NAGALAND,2024,1,0
NAGALAND,2024,2,1650
NAGALAND,2024,3,30291
ODISHA,2023,4,1132319
ODISHA,2023,5,1456970
ODISHA,2023,6,1423402
ODISHA,2023,7,1101873
ODISHA,2023,8,862553
ODISHA,2023,9,1076860
ODISHA,2023,10,1030457
ODISHA,2023,11,1088247
ODISHA,2023,12,960972
ODISHA,2024,1,688166
ODISHA,2024,2,654463
ODISHA,2024,3,546085
PUNJAB,2023,4,269266
PUNJAB,2023,5,467738
PUNJAB,2023,6,478978
PUNJAB,2023,7,424901
PUNJAB,2023,8,395932
PUNJAB,2023,9,447936
PUNJAB,2023,10,346049
PUNJAB,2023,11,373929
PUNJAB,2023,12,415194
PUNJAB,2024,1,320608
PUNJAB,2024,2,293083
PUNJAB,2024,3,254776
RAJASTHAN,2023,4,2151208
RAJASTHAN,2023,5,2987529
RAJASTHAN,2023,6,3638643
RAJASTHAN,2023,7,2053435
RAJASTHAN,2023,8,1489798
RAJASTHAN,2023,9,1634415
RAJASTHAN,2023,10,1801589
RAJASTHAN,2023,11,1497858
RAJASTHAN,2023,12,2294706
RAJASTHAN,2024,1,2930917
RAJASTHAN,2024,2,2743526
RAJASTHAN,2024,3,2517344
SIKKIM,2023,4,19849
SIKKIM,2023,5,21290
SIKKIM,2023,6,27439
SIKKIM,2023,7,39268
SIKKIM,2023,8,26751
SIKKIM,2023,9,23216
SIKKIM,2023,10,15805
SIKKIM,2023,11,12619
SIKKIM,2023,12,17979
SIKKIM,2024,1,21700
SIKKIM,2024,2,21629
SIKKIM,2024,3,12415
TAMIL NADU,2023,4,4540225
TAMIL NADU,2023,5,4809144
TAMIL NADU,2023,6,5394406
TAMIL NADU,2023,7,5312358
TAMIL NADU,2023,8,5665694
TAMIL NADU,2023,9,4881126
TAMIL NADU,2023,10,4358467
TAMIL NADU,2023,11,3774561
TAMIL NADU,2023,12,3208247
TAMIL NADU,2024,1,2534907
TAMIL NADU,2024,2,2693097
TAMIL NADU,2024,3,173633
TELANGANA,2023,4,1697624
TELANGANA,2023,5,1971311
TELANGANA,2023,6,1617399
TELANGANA,2023,7,610493
TELANGANA,2023,8,343714
TELANGANA,2023,9,279493
TELANGANA,2023,10,496899
TELANGANA,2023,11,545552
TELANGANA,2023,12,483883
TELANGANA,2024,1,570103
TELANGANA,2024,2,1219557
TELANGANA,2024,3,1581329
TRIPURA,2023,4,113353
TRIPURA,2023,5,370195
TRIPURA,2023,6,387417
TRIPURA,2023,7,403026
TRIPURA,2023,8,318945
TRIPURA,2023,9,377169
TRIPURA,2023,10,192957
TRIPURA,2023,11,146681
TRIPURA,2023,12,202029
TRIPURA,2024,1,129855
TRIPURA,2024,2,109082
TRIPURA,2024,3,94371
UTTAR PRADESH,2023,4,2086980
UTTAR PRADESH,2023,5,3149810
UTTAR PRADESH,2023,6,3631634
UTTAR PRADESH,2023,7,2824682
UTTAR PRADESH,2023,8,2046592
UTTAR PRADESH,2023,9,2082450
UTTAR PRADESH,2023,10,2009199
UTTAR PRADESH,2023,11,1813569
UTTAR PRADESH,2023,12,2167841
UTTAR PRADESH,2024,1,1848296
UTTAR PRADESH,2024,2,1770235
UTTAR PRADESH,2024,3,1653367
UTTARAKHAND,2023,4,144670
UTTARAKHAND,2023,5,143351
UTTARAKHAND,2023,6,128076
UTTARAKHAND,2023,7,115953
UTTARAKHAND,2023,8,120686
UTTARAKHAND,2023,9,130218
UTTARAKHAND,2023,10,127994
UTTARAKHAND,2023,11,111078
UTTARAKHAND,2023,12,153128
UTTARAKHAND,2024,1,154664
UTTARAKHAND,2024,2,159713
UTTARAKHAND,2024,3,144323
WEST BENGAL,2023,4,4708
WEST BENGAL,2023,5,4656
WEST BENGAL,2023,6,1401
WEST BENGAL,2023,7,8
WEST BENGAL,2023,8,5
WEST BENGAL,2023,9,10
WEST BENGAL,2023,10,0
WEST BENGAL,2023,11,0
WEST BENGAL,2023,12,0
WEST BENGAL,2024,1,0
WEST BENGAL,2024,2,0
WEST BENGAL,2024,3,0
ANDAMAN AND NICOBAR,2023,4,1487
ANDAMAN AND NICOBAR,2023,5,1219
ANDAMAN AND NICOBAR,2023,6,911
ANDAMAN AND NICOBAR,2023,7,868
ANDAMAN AND NICOBAR,2023,8,866
ANDAMAN AND NICOBAR,2023,9,535
ANDAMAN AND NICOBAR,2023,10,710
ANDAMAN AND NICOBAR,2023,11,1199
ANDAMAN AND NICOBAR,2023,12,1409
ANDAMAN AND NICOBAR,2024,1,1855
ANDAMAN AND NICOBAR,2024,2,2338
ANDAMAN AND NICOBAR,2024,3,2301
DN HAVELI AND DD,2023,4,0
DN HAVELI AND DD,2023,5,0
DN HAVELI AND DD,2023,6,1
DN HAVELI AND DD,2023,7,0
DN HAVELI AND DD,2023,8,0
DN HAVELI AND DD,2023,9,0
DN HAVELI AND DD,2023,10,2
DN HAVELI AND DD,2023,11,625
DN HAVELI AND DD,2023,12,418
DN HAVELI AND DD,2024,1,2
DN HAVELI AND DD,2024,2,3
DN HAVELI AND DD,2024,3,798
LAKSHADWEEP,2023,4,35
LAKSHADWEEP,2023,5,20
LAKSHADWEEP,2023,6,45
LAKSHADWEEP,2023,7,33
LAKSHADWEEP,2023,8,39
LAKSHADWEEP,2023,9,32
LAKSHADWEEP,2023,10,31
LAKSHADWEEP,2023,11,42
LAKSHADWEEP,2023,12,18
LAKSHADWEEP,2024,1,1
LAKSHADWEEP,2024,2,5
LAKSHADWEEP,2024,3,0
PUDUCHERRY,2023,4,9504
PUDUCHERRY,2023,5,29638
PUDUCHERRY,2023,6,38255
PUDUCHERRY,2023,7,41324
PUDUCHERRY,2023,8,29318
PUDUCHERRY,2023,9,19547
PUDUCHERRY,2023,10,20962
PUDUCHERRY,2023,11,7974
PUDUCHERRY,2023,12,17625
PUDUCHERRY,2024,1,14059
PUDUCHERRY,2024,2,28917
PUDUCHERRY,2024,3,16090
