state_code,district_name,districts,blocks,villages,dugwell,shallow_tubewell,medium_tubewell,deep_tubewell,total_gw_scheme,surface_flow_scheme,surface_lift_scheme,total_sw_scheme,total_water_scheme
DL,North East,1,2,10,0,48,0,30,78,0,0,0,78
DL,North West,1,2,19,0,769,0,31,800,0,0,0,800
DL,Souh East,1,1,5,0,11,0,0,11,0,0,0,11
DL,Souh West,1,3,56,0,139,5,3314,3458,0,0,0,3458
DL,South,1,2,15,0,5,0,633,638,0,0,0,638
DL,West,1,2,11,0,95,0,17,112,0,0,0,112
GA,North Goa,1,6,227,2828,61,1,5,2895,952,443,1395,4290
GA,South Goa,1,6,162,1845,22,0,8,1875,1192,398,1590,3465
GJ,AHMEDABAD,1,9,508,11275,2495,5696,417,19883,545,832,1377,21260
GJ,AMRELI,1,11,595,74409,11072,449,53,85983,2314,924,3238,89221
GJ,ANAND,1,8,369,2154,6776,3171,0,12101,1,77,78,12179
GJ,ARAVALLI,1,6,675,32529,3854,2765,119,39267,256,810,1066,40333
GJ,BANASKANTHA,1,14,1236,17214,10892,61644,11632,101382,401,605,1006,102388
GJ,BHARUCH,1,9,671,2449,4595,1460,250,8754,0,111,111,8865
GJ,BHAVNAGAR,1,10,700,59222,6717,35,8,65982,1469,475,1944,67926
GJ,BOTAD,1,4,187,25838,10,496,0,26344,1334,296,1630,27974
GJ,CHHOTA UDAIPUR,1,6,897,15442,461,1721,0,17624,0,422,422,18046
GJ,DAHOD,1,8,698,38356,144,4,3,38507,126,112,238,38745
GJ,DANG,1,3,311,1684,8,10,0,1702,50,2542,2592,4294
GJ,DEVBHUMIDWARKA,1,4,268,37231,47,0,0,37278,0,2197,2197,39475
GJ,GANDHINAGAR,1,4,293,2387,1431,7905,821,12544,1,83,84,12628
GJ,GIRSOMNATH,1,6,354,45504,642,57,0,46203,0,116,116,46319
GJ,JAMNAGAR,1,6,422,61118,9442,15,71,70646,25,1337,1362,72008
GJ,JUNAGADH,1,9,535,103976,11448,2587,238,118249,275,762,1037,119286
GJ,KACHCHH,1,10,958,7941,8421,13129,3588,33079,102,3587,3689,36768
GJ,KHEDA,1,10,525,11667,4977,9257,2265,28166,6,9,15,28181
GJ,MAHISAGAR,1,6,717,21172,538,767,17,22494,21,806,827,23321
GJ,MEHSANA,1,10,616,4788,3283,14503,761,23335,321,1025,1346,24681
GJ,MORBI,1,5,355,27891,1961,7169,85,37106,1025,2104,3129,40235
GJ,NARMADA,1,5,611,3507,1594,977,3,6081,0,276,276,6357
GJ,NAVSARI,1,6,388,10629,4540,5991,3,21163,1,980,981,22144
GJ,PANCHMAHAL,1,7,644,24488,1359,641,8,26496,161,245,406,26902
GJ,PATAN,1,9,522,82,528,4638,2552,7800,80,531,611,8411
GJ,PORBANDAR,1,3,153,27060,1983,35,0,29078,436,271,707,29785
GJ,RAJKOT,1,11,593,140462,18944,2880,2294,164580,2285,4353,6638,171218
GJ,SABARKANTHA,1,8,719,36039,10633,5173,228,52073,149,1763,1912,53985
GJ,SURAT,1,9,723,22157,9444,7,0,31608,256,1301,1557,33165
GJ,SURENDRANAGAR,1,10,579,33373,7313,9766,1305,51757,658,4024,4682,56439
GJ,TAPI,1,7,524,13342,57,6,4,13409,0,382,382,13791
GJ,VADODARA,1,8,672,2325,1271,8165,2967,14728,46,38,84,14812
GJ,VALSAD,1,6,472,14556,2029,4,1,16590,2,2492,2494,19084
HR,Ambala,1,3,498,0,943,214,13578,14735,0,0,0,14735
HR,Bhiwani,1,7,444,2,8219,3247,12497,23965,0,32,32,23997
HR,Faridabad,1,2,190,0,1707,1616,1329,4652,0,0,0,4652
HR,Fatehabad,1,3,243,0,3297,3125,21586,28008,39,10,49,28057
HR,Gurgaon,1,5,288,0,1312,3791,2583,7686,0,0,0,7686
HR,Hisar,1,4,275,3,10360,819,2534,13716,0,0,0,13716
HR,Jhajjar,1,4,265,4,10092,1557,984,12637,0,0,0,12637
HR,Jind,1,4,307,2,5984,7050,17568,30604,0,0,0,30604
HR,Kaithal,1,3,276,0,1445,1239,21337,24021,13,1,14,24035
HR,Karnal,1,5,436,0,1204,2204,28362,31770,83,25,108,31878
HR,Kurukshetra,1,3,418,0,24,642,28439,29105,22,1,23,29128
HR,Mahendergarh,1,5,372,0,501,1443,13400,15344,0,0,0,15344
HR,Mewat,1,4,447,7,2370,885,3467,6729,0,0,0,6729
HR,Palwal,1,3,283,0,8850,138,519,9507,0,0,0,9507
HR,Panchkula,1,2,254,0,650,201,2276,3127,341,31,372,3499
HR,Panipat,1,3,198,0,447,3236,10461,14144,0,0,0,14144
HR,Rewari,1,3,412,0,11277,28,1767,13072,0,0,0,13072
HR,Rohtak,1,4,147,0,5801,145,760,6706,0,0,0,6706
HR,Sirsa,1,4,326,9,9901,6839,13902,30651,0,0,0,30651
HR,Sonipat,1,4,349,0,1405,10080,680,12165,0,0,0,12165
HR,Yamunanagar,1,3,655,1,4630,3463,9873,17967,0,0,0,17967
JH,Bokaro,1,9,662,4673,25,1,4,4703,1456,206,1662,6365
JH,Chatra,1,12,1487,10834,40,4,2,10880,2691,543,3234,14114
JH,Deoghar,1,10,2664,11656,269,14,17,11956,1971,512,2483,14439
JH,Dhanbad,1,8,1205,4646,65,4,4,4719,1490,629,2119,6838
JH,Dumka,1,10,2930,13466,510,44,5,14025,4523,1645,6168,20193
JH,East Singhbhum,1,11,1764,1069,371,157,10,1607,1077,376,1453,3060
JH,Garhwa,1,19,891,8313,336,630,82,9361,2913,719,3632,12993
JH,Giridih,1,13,2761,14747,989,336,68,16140,3547,704,4251,20391
JH,Godda,1,9,2305,6050,341,52,7,6450,3313,579,3892,10342
JH,Gumla,1,12,949,8676,400,2,10,9088,515,287,802,9890
JH,Hazaribag,1,16,1325,18477,50,27,16,18570,2452,866,3318,21888
JH,Jamtara,1,6,1164,4089,254,5,8,4356,2398,1418,3816,8172
JH,Khunti,1,6,758,5022,139,1,5,5167,454,99,553,5720
JH,Koderma,1,6,704,4435,102,57,32,4626,663,212,875,5501
JH,Latehar,1,9,773,8917,128,5,10,9060,2965,561,3526,12586
JH,Lohardaga,1,7,354,6422,89,1,1,6513,469,165,634,7147
JH,Pakur,1,6,1251,1925,58,19,17,2019,2350,753,3103,5122
JH,Palamu,1,21,1879,11289,61,56,38,11444,5807,703,6510,17954
JH,Ramgarh,1,6,338,5001,59,4,3,5067,376,84,460,5527
JH,Ranchi,1,18,1326,18985,462,155,51,19653,1587,454,2041,21694
JH,Sahebganj,1,9,1821,1718,204,42,12,1976,2806,1443,4249,6225
JH,Saraikella,1,9,1191,1688,45,7,10,1750,2033,864,2897,4647
